Fetched 0/1156 | 0.0% of days | 0.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 29.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 30.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 31.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Rate limit exceeded. Sleeping for 274 seconds.
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 32.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 33.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.1% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.2% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.3% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.4% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.5% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.6% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.7% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.8% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 34.9% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 35.0% of MAX_TWEETS
Fetched 2/4 | 50.0% of days | 35.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.5% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.6% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.7% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.8% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 35.9% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.0% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.1% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.2% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.3% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
Fetched 3/4 | 75.0% of days | 36.4% of MAX_TWEETS
